frame,track,x1,y1,x2,y2,cx,cy,height,score,level
537,2,463.8,71.0,552.1,234.7,507.9,152.8,163.7,0.000,GREEN
538,1,482.7,125.6,591.6,325.4,537.2,225.5,199.8,0.000,GREEN
538,2,463.2,72.9,553.4,236.6,508.3,154.8,163.6,0.000,GREEN
539,2,459.0,73.7,555.4,237.1,507.2,155.4,163.5,0.000,GREEN
539,1,489.9,127.6,593.6,324.6,541.7,226.1,197.0,0.000,GREEN
540,1,490.1,127.4,595.9,325.4,543.0,226.4,197.9,0.000,GREEN
540,2,467.9,74.4,553.4,207.2,510.6,140.8,132.8,0.000,GREEN
541,2,467.9,76.0,554.8,202.9,511.4,139.4,126.9,0.000,GREEN
541,1,493.5,129.2,598.2,326.0,545.9,227.6,196.8,0.000,GREEN
542,1,493.5,129.2,598.2,326.0,545.9,227.6,196.9,0.000,GREEN
542,2,467.7,76.0,554.5,203.6,511.1,139.8,127.6,0.000,GREEN
543,1,496.5,131.4,601.0,325.8,548.7,228.6,194.4,0.000,GREEN
543,2,464.8,76.7,554.6,267.7,509.7,172.2,191.1,0.000,GREEN
544,2,459.0,78.2,558.3,278.9,508.6,178.5,200.7,0.000,GREEN
544,1,498.8,130.5,619.8,324.3,559.3,227.4,193.8,0.000,GREEN
545,2,460.1,81.2,555.5,282.6,507.8,181.9,201.3,0.000,GREEN
546,2,461.1,86.0,556.1,289.6,508.6,187.8,203.7,0.000,GREEN
546,1,494.7,135.7,621.8,324.6,558.2,230.1,188.9,0.000,GREEN
547,2,460.9,85.9,556.1,289.6,508.5,187.8,203.7,0.000,GREEN
547,1,495.0,135.7,621.9,324.5,558.4,230.1,188.8,0.000,GREEN
548,2,459.9,88.0,555.1,299.9,507.5,194.0,211.9,0.000,GREEN
548,1,500.4,137.6,616.4,324.9,558.4,231.3,187.3,0.000,GREEN
549,1,504.0,137.0,611.9,328.2,558.0,232.6,191.2,0.000,GREEN
549,2,463.3,92.7,553.8,308.2,508.5,200.4,215.5,0.000,GREEN
550,1,506.8,139.7,612.6,326.3,559.7,233.0,186.6,0.000,GREEN
550,2,462.1,95.0,554.8,315.2,508.5,205.1,220.2,0.000,GREEN
551,1,508.5,141.1,614.3,327.5,561.4,234.3,186.4,0.000,GREEN
551,2,461.2,95.5,555.0,326.6,508.1,211.0,231.0,0.000,GREEN
552,2,461.1,95.5,555.0,326.7,508.1,211.1,231.2,0.000,GREEN
552,1,508.5,141.2,614.4,327.4,561.4,234.3,186.2,0.000,GREEN
553,1,509.7,142.0,616.6,327.1,563.2,234.5,185.1,0.250,GREEN
553,2,457.5,99.4,554.2,328.7,505.8,214.1,229.4,0.000,GREEN
554,2,457.8,101.7,555.2,330.0,506.5,215.8,228.3,0.000,GREEN
554,1,508.7,142.5,619.6,328.0,564.2,235.2,185.6,0.000,GREEN
555,1,508.6,144.5,621.0,327.8,564.8,236.1,183.3,0.000,GREEN
555,2,456.5,104.6,555.7,329.6,506.1,217.1,225.0,0.000,GREEN
556,1,508.9,147.1,619.6,332.2,564.2,239.6,185.1,0.000,GREEN
556,2,452.8,105.8,556.9,330.2,504.8,218.0,224.4,0.000,GREEN
557,1,508.9,147.1,619.6,332.0,564.3,239.6,184.9,0.000,GREEN
557,2,452.9,105.7,556.9,330.1,504.9,217.9,224.4,0.000,GREEN
558,2,451.6,106.7,554.9,330.8,503.3,218.7,224.1,0.000,GREEN
558,1,511.4,149.3,622.7,339.9,567.0,244.6,190.6,0.000,GREEN
559,2,453.8,109.1,554.9,330.5,504.3,219.8,221.4,0.000,GREEN
559,1,518.2,151.0,624.6,352.0,571.4,251.5,201.0,0.000,GREEN
560,2,453.9,112.8,555.5,329.4,504.7,221.1,216.6,0.000,GREEN
560,1,520.7,151.5,628.1,360.4,574.4,255.9,208.8,0.000,GREEN
561,2,453.2,113.7,556.4,327.1,504.8,220.4,213.4,0.000,GREEN
561,1,525.0,154.5,631.3,367.0,578.2,260.8,212.6,0.000,GREEN
562,1,525.0,154.5,631.3,367.0,578.2,260.7,212.5,0.000,GREEN
562,2,453.3,113.5,556.4,327.0,504.9,220.2,213.6,0.000,GREEN
563,2,451.8,115.9,558.0,327.0,504.9,221.4,211.1,0.000,GREEN
563,1,530.3,157.9,635.5,374.0,582.9,265.9,216.2,0.000,GREEN
564,2,451.0,118.6,557.3,328.0,504.1,223.3,209.4,0.000,GREEN
564,1,535.7,158.5,641.4,378.5,588.6,268.5,219.9,0.000,GREEN
565,2,450.8,121.2,556.6,327.5,503.7,224.3,206.3,0.000,GREEN
565,1,537.1,160.9,642.4,384.8,589.8,272.8,223.9,0.000,GREEN
566,2,453.2,123.8,555.6,328.9,504.4,226.4,205.2,0.000,GREEN
566,1,541.4,166.9,647.8,384.8,594.6,275.8,217.9,0.000,GREEN
567,1,541.4,167.0,647.7,384.8,594.6,275.9,217.8,0.000,GREEN
567,2,453.8,123.8,556.0,328.0,504.9,225.9,204.2,0.000,GREEN
568,2,455.2,126.4,555.2,329.0,505.2,227.7,202.6,0.000,GREEN
568,1,541.9,169.9,651.3,386.7,596.6,278.3,216.8,0.000,GREEN
569,1,543.2,179.3,654.7,386.5,599.0,282.9,207.3,0.000,GREEN
569,2,451.9,128.9,553.8,336.3,502.9,232.6,207.3,0.000,GREEN
570,1,540.4,179.8,661.4,387.7,600.9,283.8,207.9,0.000,GREEN
570,2,457.4,133.0,554.6,344.3,506.0,238.7,211.3,0.000,GREEN
571,1,539.7,181.9,667.0,388.9,603.4,285.4,207.0,0.000,GREEN
571,2,456.3,138.2,555.5,357.9,505.9,248.1,219.6,0.000,GREEN
572,1,539.8,182.0,667.1,388.9,603.5,285.4,206.9,0.000,GREEN
572,2,456.6,138.2,555.4,358.1,506.0,248.2,219.9,0.000,GREEN
573,1,539.1,184.1,670.1,390.2,604.6,287.1,206.2,0.000,GREEN
573,2,459.3,141.7,559.1,368.4,509.2,255.0,226.7,0.000,GREEN
574,2,455.9,145.7,560.0,376.8,508.0,261.3,231.1,0.000,GREEN
574,1,542.5,188.5,676.9,390.2,609.7,289.4,201.6,0.000,GREEN
575,2,457.1,149.0,563.5,379.5,510.3,264.3,230.5,0.000,GREEN
575,1,549.0,190.9,679.9,389.1,614.4,290.0,198.2,0.000,GREEN
576,2,458.3,156.4,566.8,382.7,512.6,269.6,226.4,0.000,GREEN
576,1,557.7,198.6,682.4,388.0,620.1,293.3,189.4,0.000,GREEN
577,2,457.5,156.3,566.8,382.9,512.1,269.6,226.6,0.000,GREEN
577,1,557.9,199.6,681.2,388.1,619.5,293.9,188.5,0.000,GREEN
578,2,463.3,158.9,571.3,384.2,517.3,271.5,225.4,0.000,GREEN
578,1,562.3,197.1,689.8,388.0,626.0,292.6,190.8,0.000,GREEN
579,1,563.5,199.9,695.9,388.0,629.7,293.9,188.1,0.000,GREEN
579,2,471.2,161.7,575.8,385.3,523.5,273.5,223.5,0.000,GREEN
580,2,472.7,164.8,580.9,387.8,526.8,276.3,223.0,0.000,GREEN
580,1,571.8,207.9,697.1,388.7,634.4,298.3,180.9,0.000,GREEN
581,2,473.3,166.9,585.9,393.5,529.6,280.2,226.6,0.000,GREEN
581,1,573.1,207.6,709.9,388.3,641.5,298.0,180.7,0.000,GREEN
582,1,573.1,207.6,709.6,388.2,641.4,297.9,180.6,0.000,GREEN
582,2,475.5,167.0,585.9,390.5,530.7,278.8,223.5,0.000,GREEN
583,1,572.0,211.0,716.2,388.8,644.1,299.9,177.8,0.000,GREEN
583,2,477.6,168.9,596.5,391.0,537.1,279.9,222.1,0.000,GREEN
584,1,572.9,214.0,721.9,385.1,647.4,299.6,171.1,0.000,GREEN
584,2,473.9,172.5,602.5,391.7,538.2,282.1,219.2,0.000,GREEN
585,1,569.5,216.1,725.8,385.8,647.7,301.0,169.7,0.000,GREEN
585,2,482.9,174.7,616.5,389.7,549.7,282.2,215.0,0.000,GREEN
586,2,487.7,179.9,613.2,390.8,550.5,285.3,211.0,0.000,GREEN
586,1,572.2,218.5,734.7,389.2,653.5,303.9,170.7,0.000,GREEN
587,1,572.1,218.5,734.7,389.3,653.4,303.9,170.7,0.000,GREEN
587,2,488.9,180.0,613.7,390.9,551.3,285.4,210.9,0.000,GREEN
588,2,488.6,182.5,616.8,391.1,552.7,286.8,208.6,0.000,GREEN
588,1,574.1,220.3,741.7,391.7,657.9,306.0,171.4,0.000,GREEN
589,1,574.5,221.9,742.9,394.5,658.7,308.2,172.7,0.000,GREEN
589,2,492.5,186.6,625.1,390.6,558.8,288.6,204.0,0.000,GREEN
590,1,575.3,224.2,749.0,395.8,662.2,310.0,171.5,0.000,GREEN
590,2,495.7,190.9,634.0,399.1,564.9,295.0,208.2,0.000,GREEN
591,1,572.1,229.2,751.5,395.2,661.8,312.2,166.0,0.000,GREEN
591,2,501.6,192.4,643.3,414.1,572.4,303.2,221.6,0.000,GREEN
592,1,572.0,229.1,751.6,395.2,661.8,312.1,166.1,0.000,GREEN
592,2,501.4,192.5,643.1,414.1,572.2,303.3,221.6,0.000,GREEN
593,1,577.9,231.2,755.0,395.9,666.5,313.5,164.7,0.000,GREEN
593,2,504.6,200.0,647.5,425.1,576.1,312.6,225.1,0.000,GREEN
594,1,581.7,231.4,761.9,396.5,671.8,313.9,165.1,0.000,GREEN
594,2,508.2,208.8,649.9,429.2,579.1,319.0,220.4,0.000,GREEN
595,2,509.7,213.5,653.4,430.8,581.5,322.1,217.3,0.000,GREEN
595,1,579.2,238.4,766.6,397.7,672.9,318.0,159.3,0.000,GREEN
596,1,578.4,240.7,766.8,401.1,672.6,320.9,160.4,0.000,GREEN
596,2,511.2,220.1,661.4,428.3,586.3,324.2,208.1,0.000,GREEN
597,2,511.5,220.1,661.4,428.4,586.4,324.2,208.3,0.000,GREEN
597,1,577.9,240.7,766.7,401.4,672.3,321.1,160.7,0.000,GREEN
598,1,581.3,241.0,767.9,407.0,674.6,324.0,166.1,0.000,GREEN
598,2,510.9,225.3,667.2,427.8,589.1,326.6,202.5,0.000,GREEN
599,2,509.6,227.9,676.2,429.2,592.9,328.6,201.3,0.000,GREEN
599,1,589.5,245.6,768.0,396.7,678.8,321.2,151.1,0.000,GREEN
600,2,510.1,232.9,685.6,430.6,597.9,331.7,197.7,0.000,GREEN
601,2,513.4,238.1,691.4,430.3,602.4,334.2,192.2,0.000,GREEN
602,2,514.1,238.2,691.3,430.3,602.7,334.2,192.1,0.000,GREEN
603,2,511.0,238.9,698.9,429.4,605.0,334.2,190.5,0.000,GREEN
604,2,514.6,245.8,706.7,429.5,610.7,337.7,183.7,0.000,GREEN
605,1,564.5,246.0,717.3,391.4,640.9,318.7,145.4,0.000,GREEN
606,1,643.3,252.6,768.0,396.4,705.7,324.5,143.8,0.000,GREEN
607,1,643.4,252.6,768.0,396.3,705.7,324.5,143.7,0.000,GREEN
608,1,656.2,257.1,768.0,398.1,712.1,327.6,141.0,0.000,GREEN
609,2,546.0,255.8,736.2,416.8,641.1,336.3,161.0,0.000,GREEN
610,2,562.0,256.6,767.7,422.8,664.9,339.7,166.2,0.000,GREEN
611,2,565.8,258.0,766.6,425.9,666.2,342.0,167.8,0.000,GREEN
612,2,565.6,258.0,766.7,425.9,666.2,342.0,167.9,0.000,GREEN
613,2,564.2,261.8,766.8,429.7,665.5,345.8,167.9,0.000,GREEN
615,1,691.3,267.1,768.0,429.6,729.7,348.3,162.6,0.000,GREEN
618,1,706.0,267.3,768.0,431.2,737.0,349.3,163.9,0.000,GREEN
619,2,624.5,271.4,768.0,426.9,696.2,349.1,155.6,0.000,GREEN
620,2,632.2,270.1,767.6,425.2,699.9,347.7,155.0,0.000,GREEN
